Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio1 contribution,bio10 contribution,bio11 contribution,bio12 contribution,bio13 contribution,bio14 contribution,bio15 contribution,bio16 contribution,bio17 contribution,bio18 contribution,bio19 contribution,bio2 contribution,bio3 contribution,bio4 contribution,bio5 contribution,bio6 contribution,bio7 contribution,bio8 contribution,bio9 contribution,bio1 permutation importance,bio10 permutation importance,bio11 permutation importance,bio12 permutation importance,bio13 permutation importance,bio14 permutation importance,bio15 permutation importance,bio16 permutation importance,bio17 permutation importance,bio18 permutation importance,bio19 permutation importance,bio2 permutation importance,bio3 permutation importance,bio4 permutation importance,bio5 permutation importance,bio6 permutation importance,bio7 permutation importance,bio8 permutation importance,bio9 permutation importance,Training gain without bio1,Training gain without bio10,Training gain without bio11,Training gain without bio12,Training gain without bio13,Training gain without bio14,Training gain without bio15,Training gain without bio16,Training gain without bio17,Training gain without bio18,Training gain without bio19,Training gain without bio2,Training gain without bio3,Training gain without bio4,Training gain without bio5,Training gain without bio6,Training gain without bio7,Training gain without bio8,Training gain without bio9,Training gain with only bio1,Training gain with only bio10,Training gain with only bio11,Training gain with only bio12,Training gain with only bio13,Training gain with only bio14,Training gain with only bio15,Training gain with only bio16,Training gain with only bio17,Training gain with only bio18,Training gain with only bio19,Training gain with only bio2,Training gain with only bio3,Training gain with only bio4,Training gain with only bio5,Training gain with only bio6,Training gain with only bio7,Training gain with only bio8,Training gain with only bio9,Test gain without bio1,Test gain without bio10,Test gain without bio11,Test gain without bio12,Test gain without bio13,Test gain without bio14,Test gain without bio15,Test gain without bio16,Test gain without bio17,Test gain without bio18,Test gain without bio19,Test gain without bio2,Test gain without bio3,Test gain without bio4,Test gain without bio5,Test gain without bio6,Test gain without bio7,Test gain without bio8,Test gain without bio9,Test gain with only bio1,Test gain with only bio10,Test gain with only bio11,Test gain with only bio12,Test gain with only bio13,Test gain with only bio14,Test gain with only bio15,Test gain with only bio16,Test gain with only bio17,Test gain with only bio18,Test gain with only bio19,Test gain with only bio2,Test gain with only bio3,Test gain with only bio4,Test gain with only bio5,Test gain with only bio6,Test gain with only bio7,Test gain with only bio8,Test gain with only bio9,AUC without bio1,AUC without bio10,AUC without bio11,AUC without bio12,AUC without bio13,AUC without bio14,AUC without bio15,AUC without bio16,AUC without bio17,AUC without bio18,AUC without bio19,AUC without bio2,AUC without bio3,AUC without bio4,AUC without bio5,AUC without bio6,AUC without bio7,AUC without bio8,AUC without bio9,AUC with only bio1,AUC with only bio10,AUC with only bio11,AUC with only bio12,AUC with only bio13,AUC with only bio14,AUC with only bio15,AUC with only bio16,AUC with only bio17,AUC with only bio18,AUC with only bio19,AUC with only bio2,AUC with only bio3,AUC with only bio4,AUC with only bio5,AUC with only bio6,AUC with only bio7,AUC with only bio8,AUC with only bio9,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
Vulpes_macrotis,180,1.5547,1.8281,500,0.9266,44,1.5562,0.9083,0.0173,10156,2.1489,2.8281,3.8882,1.6453,9.2409,41.7459,6.8991,0.0283,0.4795,14.6234,0.2736,1.1236,0.2146,2.5803,1.4354,1.2469,6.4333,1.4402,1.7245,8.8697,0.6284,19.3814,0.3287,18.0896,4.0205,6.8462,0.0000,0.0000,5.0193,0.0441,0.5765,1.6878,5.7007,0.0520,14.5461,5.7997,2.2898,6.1195,1.5484,1.5581,1.5394,1.5481,1.5430,1.5576,1.5286,1.5512,1.5514,1.5215,1.5552,1.5446,1.5515,1.5382,1.5585,1.5112,1.5428,1.5441,1.5327,0.6076,0.6232,0.5537,0.4038,0.1851,0.8385,0.3430,0.1815,0.9193,0.9289,0.1747,0.0817,0.0356,0.1511,0.6458,0.4780,0.2885,0.5303,0.9087,1.5563,1.5533,1.5154,1.5475,1.5403,1.5628,1.5388,1.5439,1.5340,1.5615,1.5480,1.5489,1.5458,1.5274,1.5583,1.4562,1.5476,1.5633,1.5300,0.7108,0.6920,0.7177,0.3235,0.1164,0.9068,0.3570,0.0936,1.0267,0.8787,0.0721,0.0380,0.0451,0.1566,0.6981,0.6196,0.2674,0.5135,0.8540,0.9081,0.9087,0.9068,0.9084,0.9076,0.9095,0.9068,0.9084,0.9079,0.9115,0.9081,0.9078,0.9082,0.9069,0.9089,0.9065,0.9076,0.9120,0.9070,0.8194,0.8201,0.8167,0.7327,0.6229,0.8447,0.7361,0.5762,0.8541,0.8240,0.5769,0.5725,0.5815,0.6523,0.8229,0.7982,0.6953,0.7813,0.8504,7.7122,0.1239,1.0000,0.0179,0.6265,0.0056,0.0000,1.517E-7,5.0000,0.0656,0.3987,0.0278,0.0455,2.525E-14,10.0000,0.1162,0.2792,0.0667,0.0682,2.488E-22,0.9265,0.0168,0.6359,0.0000,0.0000,2.59E-7,16.5156,0.1996,0.1926,0.1000,0.1818,3.38E-26,21.7327,0.2722,0.1500,0.1500,0.2273,2.915E-31,16.5156,0.1996,0.1926,0.1000,0.1818,3.38E-26,17.3000,0.2115,0.1850,0.1167,0.1818,1.445E-27,12.6830,0.1478,0.2371,0.0889,0.0682,1.173E-27,3.9272,0.0539,0.4371,0.0167,0.0455,2.259E-12,14.0012,0.1661,0.2201,0.0944,0.1364,3.371E-25
