Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.61144E-3,87.537941602,0.997084855,0.003938558,0.855555556,0.818181818
2.61413E-3,87.799354392,0.997102337,0.003840095,0.855555556,0.818181818
2.65341E-3,88.064695114,0.997345925,0.003741631,0.861111111,0.818181818
2.65478E-3,88.330172621,0.997354029,0.003643167,0.866666667,0.818181818
2.69348E-3,88.599520279,0.997573326,0.003544703,0.866666667,0.818181818
2.7069E-3,88.870210317,0.997645066,0.003446239,0.872222222,0.818181818
2.73609E-3,89.143819712,0.997793846,0.003347775,0.872222222,0.818181818
2.73751E-3,89.417571159,0.99780084,0.003249311,0.877777778,0.818181818
2.75599E-3,89.693170523,0.997889837,0.003150847,0.883333333,0.818181818
2.7579E-3,89.968960855,0.997898826,0.003052383,0.888888889,0.818181818
2.7644E-3,90.035253596,0.99792914,0.002953919,0.888888889,0.818181818
2.79147E-3,90.526629329,0.998050721,0.002855455,0.894444444,0.840909091
2.80581E-3,90.807210512,0.998112228,0.002756991,0.894444444,0.840909091
2.81777E-3,91.088987018,0.998162004,0.002658527,0.9,0.840909091
2.85E-3,91.373986994,0.998289791,0.002560063,0.9,0.840909091
2.94964E-3,91.668950749,0.998631279,0.002461599,0.905555556,0.840909091
2.97371E-3,91.903146007,0.99870299,0.002363135,0.911111111,0.840909091
3.02996E-3,92.269973615,0.998856236,0.002264671,0.911111111,0.863636364
3.04552E-3,92.574525639,0.998895346,0.002166207,0.916666667,0.863636364
3.05736E-3,92.880261481,0.998924196,0.002067743,0.922222222,0.863636364
3.07404E-3,93.187665509,0.998963576,0.001969279,0.922222222,0.863636364
3.08561E-3,93.290513152,0.998990049,0.001870815,0.927777778,0.863636364
3.12391E-3,93.810959324,0.999072911,0.001772351,0.933333333,0.886363636
3.12782E-3,94.123741107,0.999080976,0.001673887,0.938888889,0.886363636
3.1297E-3,94.436711139,0.999084835,0.001575423,0.944444444,0.886363636
3.15732E-3,94.752443609,0.999139641,0.001476959,0.95,0.886363636
3.15817E-3,95.068260716,0.999141267,0.001378495,0.95,0.909090909
3.19955E-3,95.388215989,0.999217143,0.001280032,0.955555556,0.909090909
3.22417E-3,95.710632498,0.999259053,0.001181568,0.961111111,0.909090909
3.23397E-3,95.960290024,0.999275111,0.001083104,0.961111111,0.909090909
3.23687E-3,96.034319736,0.999279805,0.001083104,0.961111111,0.931818182
3.40031E-3,96.374350581,0.999500223,0.00098464,0.966666667,0.931818182
3.42514E-3,96.716864969,0.999527214,0.000886176,0.966666667,0.931818182
3.43406E-3,97.060270738,0.999536542,0.000787712,0.972222222,0.931818182
3.50188E-3,97.410458411,0.999601739,0.000689248,0.972222222,0.954545455
3.52412E-3,97.76286993,0.999621054,0.000590784,0.972222222,0.954545455
3.64775E-3,98.127644804,0.99971256,0.00049232,0.972222222,0.977272727
3.88774E-3,98.516419263,0.999831909,0.000393856,0.977777778,0.977272727
4.72815E-3,98.989233821,0.999974318,0.000295392,0.983333333,0.977272727
4.84479E-3,99.33233386,0.999980213,0.000196928,0.988888889,0.977272727
5.21312E-3,100,0.999991315,0.000098464,0.994444444,1
5.21312E-3,100,0.999991315,0,0.994444444,1
