Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.90792E-4,43.762086863,0.58255878,0.0521859,0.366666667,0.454545455
3.93058E-4,44.036649151,0.584667714,0.051496652,0.366666667,0.454545455
3.99951E-4,44.274243151,0.591018998,0.050905868,0.366666667,0.454545455
4.03612E-4,44.515606857,0.594352229,0.050315085,0.366666667,0.454545455
4.07112E-4,44.759042781,0.597513889,0.049724301,0.366666667,0.454545455
4.09574E-4,45.004374015,0.599722867,0.049133517,0.366666667,0.454545455
4.15517E-4,45.252510272,0.605005296,0.048542733,0.366666667,0.454545455
4.18173E-4,45.50259429,0.607343828,0.04795195,0.366666667,0.454545455
4.23987E-4,45.756261583,0.612414188,0.047361166,0.366666667,0.477272727
4.31746E-4,46.012795522,0.619078476,0.046770382,0.366666667,0.477272727
4.37184E-4,46.27355127,0.623681598,0.046179598,0.366666667,0.477272727
4.40391E-4,46.537131155,0.626369801,0.045588814,0.372222222,0.477272727
4.43263E-4,46.758298925,0.62876081,0.045096495,0.372222222,0.477272727
4.45061E-4,47.024838582,0.630249912,0.044505711,0.372222222,0.5
4.48291E-4,47.293031358,0.63291036,0.043914927,0.372222222,0.5
4.50026E-4,47.517899042,0.634331163,0.043422607,0.377777778,0.5
4.54348E-4,47.789180351,0.637847269,0.042831824,0.377777778,0.5
4.60518E-4,48.018045797,0.642808136,0.042339504,0.383333333,0.5
4.64164E-4,48.296026996,0.645707616,0.04174872,0.388888889,0.522727273
4.68246E-4,48.529449428,0.648925794,0.0412564,0.388888889,0.522727273
4.7288E-4,48.764995579,0.652543814,0.04076408,0.388888889,0.522727273
4.81144E-4,49.003303289,0.65890436,0.040271761,0.388888889,0.522727273
4.89433E-4,49.295856329,0.665166142,0.039680977,0.388888889,0.522727273
4.98004E-4,49.543348549,0.671520996,0.039188657,0.394444444,0.522727273
5.01938E-4,49.793467761,0.674396938,0.038696337,0.4,0.522727273
5.10936E-4,50.04752872,0.680881041,0.038204017,0.4,0.522727273
5.16087E-4,50.253795106,0.684534226,0.037810161,0.4,0.522727273
5.20023E-4,50.512621843,0.687298296,0.037317842,0.4,0.522727273
5.22498E-4,50.773377793,0.689023245,0.036825522,0.4,0.522727273
5.27038E-4,51.035893352,0.692163935,0.036333202,0.4,0.568181818
5.33526E-4,51.301532733,0.696596242,0.035840882,0.4,0.590909091
5.45919E-4,51.518127717,0.704886495,0.035447026,0.4,0.590909091
5.5761E-4,51.793496318,0.712499654,0.034954707,0.4,0.590909091
5.60604E-4,52.017292418,0.714417383,0.034560851,0.4,0.590909091
5.71468E-4,52.299794614,0.721269194,0.034068531,0.405555556,0.590909091
5.77535E-4,52.5299334,0.725024341,0.033674675,0.411111111,0.590909091
5.88581E-4,52.764500268,0.731731135,0.033280819,0.411111111,0.590909091
5.94965E-4,53.001239972,0.735532511,0.032886963,0.416666667,0.590909091
5.97097E-4,53.299242749,0.736790266,0.032394644,0.422222222,0.590909091
6.04015E-4,53.539924791,0.740829078,0.032000788,0.422222222,0.590909091
6.08935E-4,53.78268485,0.743663994,0.031606932,0.427777778,0.590909091
6.13963E-4,54.027242626,0.746529287,0.031213076,0.427777778,0.590909091
6.19293E-4,54.273952991,0.749531475,0.03081922,0.427777778,0.590909091
6.32823E-4,54.52525675,0.756993676,0.030425364,0.427777778,0.590909091
6.38702E-4,54.779333134,0.760166491,0.030031508,0.433333333,0.590909091
6.46107E-4,55.036480517,0.764104065,0.029637653,0.433333333,0.590909091
6.53696E-4,55.296650179,0.768072269,0.029243797,0.438888889,0.590909091
6.62659E-4,55.560297073,0.772673102,0.028849941,0.438888889,0.590909091
6.64949E-4,55.759449302,0.77383399,0.028554549,0.438888889,0.590909091
6.76633E-4,56.028568737,0.779664892,0.028160693,0.45,0.590909091
6.84104E-4,56.30132761,0.783314198,0.027766837,0.45,0.590909091
6.86148E-4,56.5069699,0.784301891,0.027471445,0.455555556,0.590909091
6.99762E-4,56.783827408,0.790767449,0.02707759,0.466666667,0.590909091
7.10632E-4,57.066371398,0.795790379,0.026683734,0.472222222,0.590909091
7.16705E-4,57.280670329,0.798544133,0.026388342,0.477777778,0.613636364
7.28789E-4,57.569700019,0.803913211,0.025994486,0.477777778,0.613636364
7.357E-4,57.789932193,0.806919531,0.025699094,0.477777778,0.636363636
7.43245E-4,58.011655097,0.810148785,0.025403702,0.477777778,0.636363636
7.47179E-4,58.309748343,0.811811059,0.025009846,0.477777778,0.636363636
7.53412E-4,58.535262392,0.814415181,0.024714455,0.483333333,0.636363636
7.60413E-4,58.762072228,0.81729726,0.024419063,0.483333333,0.636363636
7.66055E-4,59.067981584,0.819587069,0.024025207,0.483333333,0.636363636
7.73887E-4,59.29949475,0.822718334,0.023729815,0.483333333,0.636363636
7.84541E-4,59.532783558,0.826890523,0.023434423,0.483333333,0.636363636
7.86876E-4,59.768574757,0.827791726,0.023139031,0.483333333,0.636363636
7.94282E-4,60.006347569,0.830619543,0.022843639,0.483333333,0.636363636
8.05678E-4,60.326030234,0.834880105,0.022449783,0.494444444,0.636363636
8.13031E-4,60.569339673,0.837572191,0.022154391,0.494444444,0.636363636
8.28546E-4,60.816029882,0.843109088,0.021859,0.5,0.636363636
8.48674E-4,61.069058651,0.85001218,0.021563608,0.511111111,0.636363636
8.62606E-4,61.326857674,0.854611294,0.021268216,0.511111111,0.636363636
8.69413E-4,61.500202049,0.85680702,0.021071288,0.511111111,0.636363636
8.75281E-4,61.762272665,0.858673124,0.020775896,0.511111111,0.636363636
8.80852E-4,62.025462779,0.860422196,0.020480504,0.511111111,0.636363636
8.92066E-4,62.29135111,0.863877956,0.020185112,0.511111111,0.636363636
8.98555E-4,62.559855094,0.865838257,0.01988972,0.511111111,0.636363636
9.15258E-4,62.831357633,0.870755252,0.019594328,0.522222222,0.659090909
9.21507E-4,63.015124407,0.872548357,0.019397401,0.522222222,0.659090909
9.3437E-4,63.294511139,0.876160896,0.019102009,0.527777778,0.659090909
9.49903E-4,63.578506822,0.880387293,0.018806617,0.533333333,0.659090909
9.57242E-4,63.769891441,0.882333668,0.018609689,0.538888889,0.659090909
9.70012E-4,64.060515039,0.885645204,0.018314297,0.538888889,0.659090909
9.71048E-4,64.254709584,0.885909895,0.018117369,0.544444444,0.659090909
9.77606E-4,64.547653226,0.887570107,0.017821977,0.55,0.659090909
9.89134E-4,64.843020136,0.890430546,0.017526585,0.55,0.659090909
9.97804E-4,65.042156559,0.892533665,0.017329657,0.55,0.659090909
1.0073E-3,65.343373582,0.894790606,0.017034265,0.55,0.659090909
1.01287E-3,65.545433825,0.896092984,0.016837338,0.555555556,0.659090909
1.03207E-3,65.852962633,0.900458203,0.016541946,0.561111111,0.659090909
1.04691E-3,66.062102338,0.903707559,0.016345018,0.561111111,0.659090909
1.05583E-3,66.272910189,0.90560707,0.01614809,0.561111111,0.659090909
1.08436E-3,66.594812383,0.911439721,0.015852698,0.566666667,0.659090909
1.10147E-3,66.81373391,0.914763111,0.01565577,0.572222222,0.659090909
1.10286E-3,67.034224007,0.915028464,0.015458842,0.572222222,0.659090909
1.1041E-3,67.254961929,0.915262394,0.015261914,0.572222222,0.659090909
1.11631E-3,67.588301298,0.91754367,0.014966522,0.577777778,0.659090909
1.12374E-3,67.812670261,0.918902394,0.014769594,0.583333333,0.659090909
1.12895E-3,68.038114279,0.919841414,0.014572666,0.583333333,0.659090909
1.13673E-3,68.265360592,0.921224448,0.014375738,0.583333333,0.681818182
1.15894E-3,68.610069139,0.925039524,0.014080347,0.588888889,0.681818182
1.16977E-3,68.844018899,0.926832982,0.013883419,0.588888889,0.681818182
1.18313E-3,69.079641375,0.928985962,0.013686491,0.6,0.681818182
1.18514E-3,69.316561469,0.929303865,0.013489563,0.605555556,0.681818182
1.19208E-3,69.554713588,0.930392849,0.013292635,0.605555556,0.681818182
1.20995E-3,69.79519329,0.933117562,0.013095707,0.611111111,0.681818182
1.22733E-3,70.040646708,0.935666509,0.012898779,0.611111111,0.681818182
1.27303E-3,70.295170908,0.941914374,0.012701851,0.616666667,0.704545455
1.30521E-3,70.554965312,0.945945937,0.012504923,0.622222222,0.704545455
1.31948E-3,70.817531031,0.947643775,0.012307995,0.622222222,0.704545455
1.34064E-3,71.084478998,0.950062582,0.012111067,0.627777778,0.704545455
1.35203E-3,71.35485904,0.951318474,0.011914139,0.638888889,0.704545455
1.40489E-3,71.632238347,0.956744009,0.011717212,0.638888889,0.704545455
1.40566E-3,71.772804695,0.956818513,0.011618748,0.644444444,0.704545455
1.4331E-3,72.057483327,0.959387015,0.01142182,0.65,0.704545455
1.46172E-3,72.347453537,0.961904215,0.011224892,0.661111111,0.704545455
1.47758E-3,72.642877374,0.963231526,0.011027964,0.661111111,0.704545455
1.51178E-3,72.794054917,0.965937404,0.0109295,0.661111111,0.704545455
1.56041E-3,73.101860417,0.969446827,0.010732572,0.666666667,0.704545455
1.56506E-3,73.258366238,0.969762379,0.010634108,0.672222222,0.704545455
1.59437E-3,73.574553887,0.971680193,0.01043718,0.672222222,0.704545455
1.66405E-3,73.90393906,0.97576535,0.010240252,0.672222222,0.704545455
1.6673E-3,74.070669519,0.975940827,0.010141788,0.672222222,0.704545455
1.67584E-3,74.405813991,0.976395386,0.00994486,0.677777778,0.704545455
1.69155E-3,74.57496884,0.977210056,0.009846396,0.677777778,0.704545455
1.71873E-3,74.918134159,0.978553408,0.009649468,0.688888889,0.704545455
1.72292E-3,75.090426235,0.978753608,0.009551004,0.688888889,0.704545455
1.73132E-3,75.263558017,0.979148715,0.00945254,0.688888889,0.704545455
1.74634E-3,75.6122529,0.979837157,0.009255612,0.688888889,0.704545455
1.77909E-3,75.790162171,0.981260841,0.009157148,0.694444444,0.704545455
1.81652E-3,76.150553172,0.982764851,0.008960221,0.694444444,0.704545455
1.85985E-3,76.336538322,0.984356115,0.008861757,0.694444444,0.704545455
1.86126E-3,76.522664755,0.984405446,0.008763293,0.694444444,0.704545455
1.92603E-3,76.846664222,0.986507303,0.008566365,0.7,0.704545455
1.95345E-3,77.101210088,0.987309687,0.008467901,0.7,0.727272727
1.98113E-3,77.29932347,0.988071208,0.008369437,0.7,0.727272727
2.00676E-3,77.698846407,0.988735285,0.008172509,0.705555556,0.727272727
2.02106E-3,77.900952393,0.989089771,0.008074045,0.711111111,0.727272727
2.02576E-3,78.103527939,0.989203696,0.007975581,0.711111111,0.727272727
2.03316E-3,78.306844173,0.98938099,0.007877117,0.711111111,0.727272727
2.0553E-3,78.512373836,0.98989364,0.007778653,0.716666667,0.727272727
2.06736E-3,78.925526112,0.990162452,0.007581725,0.716666667,0.727272727
2.06898E-3,79.132423908,0.990198059,0.007483261,0.722222222,0.727272727
2.09651E-3,79.342075296,0.990783234,0.007384797,0.727777778,0.727272727
2.09858E-3,79.551932926,0.99082563,0.007286333,0.733333333,0.75
2.10651E-3,79.762584306,0.990986986,0.007187869,0.733333333,0.75
2.12187E-3,80.186397644,0.991291193,0.006990941,0.738888889,0.75
2.13389E-3,80.399787007,0.991522104,0.006892477,0.738888889,0.772727273
2.13997E-3,80.613784284,0.991636538,0.006794013,0.744444444,0.772727273
2.14444E-3,80.82822814,0.991719617,0.006695549,0.75,0.772727273
2.18942E-3,81.047170306,0.992511788,0.006597085,0.755555556,0.772727273
2.19451E-3,81.266621343,0.992596489,0.006498622,0.761111111,0.772727273
2.24298E-3,81.711414428,0.993356735,0.006301694,0.761111111,0.772727273
2.26071E-3,81.937485147,0.993614868,0.00620323,0.766666667,0.772727273
2.27426E-3,82.164910662,0.993805351,0.006104766,0.772222222,0.772727273
2.28129E-3,82.393039192,0.993901944,0.006006302,0.772222222,0.772727273
2.28756E-3,82.62179532,0.993986902,0.005907838,0.777777778,0.772727273
2.30091E-3,82.851886674,0.994163733,0.005809374,0.783333333,0.772727273
2.32133E-3,83.084019189,0.994424057,0.00571091,0.788888889,0.772727273
2.3215E-3,83.316169135,0.994426229,0.005612446,0.794444444,0.772727273
2.34685E-3,83.550853888,0.994733287,0.005513982,0.794444444,0.772727273
2.35647E-3,83.786501296,0.994845416,0.005415518,0.8,0.772727273
2.37967E-3,84.024467826,0.99510584,0.005317054,0.805555556,0.772727273
2.41161E-3,84.265628355,0.995443106,0.00521859,0.811111111,0.772727273
2.41788E-3,84.507416705,0.995506615,0.005120126,0.816666667,0.772727273
2.46073E-3,84.753489469,0.995917013,0.005021662,0.822222222,0.818181818
2.47402E-3,85.24735769,0.996036516,0.004824734,0.827777778,0.818181818
2.48191E-3,85.49554851,0.996105832,0.00472627,0.833333333,0.818181818
2.5046E-3,85.746008992,0.996298486,0.004627806,0.838888889,0.818181818
2.50909E-3,85.996917624,0.996335384,0.004529342,0.844444444,0.818181818
2.5173E-3,86.248647344,0.996402035,0.004430878,0.85,0.818181818
2.55702E-3,86.504348857,0.996707723,0.004332414,0.85,0.818181818
2.55875E-3,86.760223405,0.996720434,0.00423395,0.85,0.818181818
2.56285E-3,87.016508635,0.996750405,0.004135486,0.85,0.818181818
2.60289E-3,87.27679788,0.997028636,0.004037022,0.85,0.818181818
